NAME : MOCVRP INSTANCE 1
DEPOT_SECTION 1
0.479912 0.979716 0.025000
0.612699 0.004490 0.175000

NAME : MOCVRP INSTANCE 18
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.340913 0.448288 0.000000
0.456545 0.503410 0.050000
0.974251 0.819976 0.175000
0.230820 0.414128 0.225000
0.532541 0.675987 0.125000
0.224520 0.926158 0.100000
0.037136 0.708135 0.150000
0.565416 0.127356 0.050000
0.894033 0.070198 0.075000
0.984580 0.606793 0.075000
0.453018 0.318961 0.150000
0.894893 0.078286 0.200000
0.681884 0.538648 0.100000
0.781318 0.843507 0.125000
0.335706 0.070062 0.050000
0.038295 0.964421 0.025000
0.886302 0.355718 0.200000
0.607748 0.649473 0.100000
0.554303 0.596372 0.225000
0.349318 0.083650 0.025000
0.292050 0.658743 0.125000
0.531507 0.307291 0.225000
0.015065 0.955224 0.025000
0.751184 0.481698 0.200000
0.305106 0.497836 0.125000
0.452244 0.785907 0.075000
0.405077 0.006622 0.150000
0.825965 0.240425 0.150000
0.685945 0.897664 0.100000
0.559999 0.090624 0.200000
0.783967 0.032662 0.225000
0.655503 0.431057 0.175000
0.875799 0.361952 0.200000
0.451711 0.475047 0.150000
0.985224 0.494564 0.175000
0.705489 0.247323 0.075000
0.561951 0.465151 0.100000
0.328683 0.974196 0.200000
0.576174 0.888961 0.025000
0.629584 0.109604 0.200000
0.549958 0.266940 0.025000
0.489908 0.431703 0.225000
0.997841 0.314100 0.175000
0.301211 0.196679 0.100000
0.579921 0.238670 0.125000
0.120384 0.692920 0.175000
0.521201 0.399813 0.025000
0.036084 0.090505 0.200000
0.993944 0.550288 0.050000
0.815302 0.394024 0.100000
0.947491 0.713060 0.100000

NAME : MOCVRP INSTANCE 19
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.310298 0.393719 0.000000
0.691498 0.374591 0.175000
0.631281 0.178879 0.225000
0.828604 0.329967 0.075000
0.683004 0.465009 0.100000
0.803151 0.416281 0.150000
0.384883 0.617329 0.125000
0.225685 0.658487 0.100000
0.764283 0.527707 0.050000
0.323785 0.074769 0.075000
0.000865 0.476923 0.100000
0.048915 0.111300 0.125000
0.962496 0.890306 0.075000
0.813231 0.022774 0.150000
0.067664 0.606468 0.200000
0.464881 0.527457 0.175000
0.978131 0.676064 0.125000
0.076120 0.577670 0.150000
0.766588 0.109811 0.125000
0.646232 0.694973 0.100000
0.028013 0.520091 0.025000
0.638023 0.635277 0.050000
0.288885 0.624813 0.100000
0.722837 0.874563 0.175000
0.699253 0.052022 0.025000
0.808188 0.576501 0.075000
0.635209 0.138664 0.150000
0.178007 0.273171 0.125000
0.506647 0.013967 0.200000
0.837964 0.535910 0.075000
0.853999 0.528234 0.200000
0.410315 0.378799 0.100000
0.480223 0.637576 0.125000
0.178988 0.604059 0.175000
0.820356 0.781563 0.175000
0.584493 0.986491 0.225000
0.019089 0.590910 0.075000
0.877041 0.665142 0.050000
0.980439 0.313497 0.175000
0.241509 0.783251 0.075000
0.372840 0.253321 0.025000
0.111496 0.601936 0.075000
0.266648 0.889234 0.075000
0.501974 0.681833 0.225000
0.413055 0.169546 0.225000
0.072474 0.445253 0.225000
0.475302 0.457707 0.100000
0.758261 0.062461 0.225000
0.311887 0.047806 0.050000
0.351182 0.135935 0.100000
0.983564 0.695167 0.100000

NAME : MOCVRP INSTANCE 20
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.299378 0.106440 0.000000
0.806854 0.995994 0.225000
0.616345 0.764345 0.125000
0.820388 0.359977 0.175000
0.036942 0.056955 0.150000
0.858298 0.883563 0.150000
0.960412 0.702286 0.125000
0.195353 0.847253 0.025000
0.008291 0.735331 0.150000
0.366284 0.504292 0.075000
0.458244 0.894318 0.175000
0.275617 0.336799 0.150000
0.257656 0.367949 0.225000
0.367918 0.195093 0.150000
0.098703 0.673650 0.100000
0.659069 0.330563 0.225000
0.269525 0.359207 0.050000
0.709096 0.667237 0.225000
0.473703 0.652424 0.175000
0.893742 0.791435 0.075000
0.051351 0.016532 0.200000
0.520006 0.884583 0.175000
0.168115 0.827319 0.200000
0.188230 0.393298 0.075000
0.529651 0.017852 0.225000
0.421481 0.371049 0.125000
0.037895 0.104198 0.150000
0.727718 0.723273 0.175000
0.890720 0.677335 0.050000
0.427120 0.067341 0.225000
0.628698 0.498855 0.125000
0.939272 0.992468 0.050000
0.140439 0.929713 0.150000
0.292532 0.918159 0.175000
0.581350 0.719329 0.175000
0.442704 0.930154 0.025000
0.363583 0.083210 0.175000
0.826244 0.566282 0.075000
0.704101 0.961888 0.175000
0.454938 0.465441 0.175000
0.489423 0.081069 0.025000
0.133168 0.025121 0.200000
0.276358 0.483099 0.225000
0.001295 0.766604 0.150000
0.698521 0.662251 0.100000
0.835106 0.760849 0.175000
0.355822 0.171340 0.075000
0.683237 0.815337 0.050000
0.492797 0.800438 0.025000
0.652443 0.450761 0.050000
0.992170 0.767250 0.050000

