NAME : MOCVRP INSTANCE 1
DEPOT_SECTION 1
0.387997 0.505729 0.320000
0.566821 0.189136 0.240000

NAME : MOCVRP INSTANCE 18
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.873075 0.917051 0.000000
0.705763 0.540967 0.320000
0.176240 0.032810 0.160000
0.942578 0.929136 0.400000
0.960696 0.197828 0.720000
0.458666 0.026140 0.640000
0.027132 0.403187 0.640000
0.375631 0.941545 0.480000
0.359322 0.850337 0.160000
0.538843 0.707301 0.080000
0.720806 0.831174 0.320000
0.825027 0.812010 0.400000
0.782827 0.543242 0.720000
0.508787 0.672688 0.080000
0.026810 0.739741 0.240000
0.618486 0.878713 0.320000
0.212045 0.110839 0.320000
0.091341 0.013108 0.480000
0.173788 0.337365 0.480000
0.523826 0.886317 0.160000
0.943975 0.269706 0.080000
0.459267 0.896710 0.480000
0.455258 0.202946 0.640000
0.267768 0.191975 0.560000
0.555748 0.851954 0.640000
0.453690 0.062899 0.080000
0.903686 0.369165 0.480000
0.951217 0.018251 0.480000
0.095830 0.457606 0.640000
0.740247 0.726311 0.640000
0.154342 0.873606 0.080000
0.631999 0.199494 0.080000
0.325693 0.206397 0.560000
0.602789 0.209598 0.080000
0.685080 0.618801 0.320000
0.681182 0.642012 0.400000
0.921992 0.616559 0.560000
0.439499 0.164028 0.240000
0.096801 0.773386 0.480000
0.394404 0.231807 0.320000
0.938740 0.129877 0.160000
0.034450 0.692450 0.640000
0.833328 0.407533 0.080000
0.701025 0.030575 0.080000
0.070143 0.349430 0.160000
0.534371 0.158408 0.080000
0.928880 0.942137 0.160000
0.023874 0.385089 0.480000
0.229720 0.628908 0.720000
0.004082 0.295565 0.720000
0.401410 0.962605 0.240000

NAME : MOCVRP INSTANCE 19
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.088459 0.595641 0.000000
0.402918 0.832084 0.560000
0.465332 0.555758 0.240000
0.868895 0.721475 0.640000
0.203447 0.579296 0.320000
0.992900 0.406754 0.720000
0.353966 0.668122 0.160000
0.151734 0.060560 0.320000
0.947652 0.542289 0.320000
0.853746 0.292706 0.320000
0.332563 0.885552 0.640000
0.518777 0.436825 0.640000
0.034692 0.317733 0.480000
0.881317 0.039888 0.720000
0.591235 0.283873 0.160000
0.355442 0.705457 0.400000
0.194795 0.611757 0.080000
0.869740 0.707773 0.560000
0.686217 0.083574 0.720000
0.477432 0.704382 0.240000
0.552133 0.971847 0.560000
0.301302 0.808333 0.160000
0.378356 0.484934 0.320000
0.263754 0.433859 0.720000
0.214110 0.754166 0.400000
0.173118 0.414275 0.480000
0.339596 0.396045 0.160000
0.416826 0.907661 0.720000
0.764060 0.566631 0.320000
0.296220 0.946501 0.640000
0.766936 0.078559 0.640000
0.522032 0.845807 0.160000
0.601147 0.911507 0.720000
0.406029 0.298636 0.080000
0.245765 0.272902 0.080000
0.167301 0.782137 0.160000
0.437365 0.531905 0.240000
0.532511 0.694999 0.080000
0.396406 0.536905 0.720000
0.664419 0.436883 0.720000
0.678731 0.678940 0.080000
0.158837 0.227797 0.080000
0.215716 0.254342 0.080000
0.492310 0.969378 0.320000
0.713270 0.857397 0.640000
0.147977 0.375417 0.240000
0.889318 0.614957 0.480000
0.266304 0.668177 0.560000
0.871305 0.965152 0.240000
0.688436 0.154862 0.240000
0.581818 0.263085 0.080000

NAME : MOCVRP INSTANCE 20
DEPOT_SECTION 1
CAPACITY : 1
COORD_DEMAND_SECTION
0.861032 0.954867 0.000000
0.773783 0.597263 0.160000
0.933848 0.314230 0.240000
0.883188 0.587111 0.400000
0.386487 0.593251 0.640000
0.388765 0.138709 0.240000
0.638290 0.877110 0.720000
0.191757 0.417817 0.640000
0.118963 0.541406 0.640000
0.610742 0.752180 0.560000
0.811207 0.268723 0.320000
0.873761 0.713307 0.320000
0.818970 0.153242 0.480000
0.539789 0.926163 0.640000
0.704718 0.424064 0.720000
0.007990 0.496868 0.320000
0.923417 0.187655 0.480000
0.920438 0.418483 0.480000
0.703787 0.449248 0.240000
0.787202 0.857516 0.080000
0.359348 0.018858 0.560000
0.090070 0.081708 0.400000
0.529803 0.738848 0.640000
0.075731 0.326131 0.560000
0.906282 0.881319 0.320000
0.949311 0.748104 0.320000
0.280758 0.014186 0.240000
0.871638 0.152343 0.160000
0.234110 0.025674 0.240000
0.379131 0.465584 0.080000
0.701707 0.156542 0.560000
0.655994 0.027973 0.400000
0.087730 0.560425 0.640000
0.418552 0.183215 0.400000
0.230238 0.849811 0.240000
0.217547 0.966281 0.160000
0.733431 0.086492 0.640000
0.962516 0.693330 0.400000
0.646817 0.147032 0.480000
0.083524 0.862417 0.560000
0.147338 0.917712 0.640000
0.353575 0.785616 0.160000
0.873419 0.058761 0.640000
0.728468 0.215240 0.480000
0.727961 0.507429 0.720000
0.176983 0.160970 0.320000
0.991863 0.437246 0.160000
0.842051 0.913690 0.160000
0.660005 0.409926 0.720000
0.226555 0.079827 0.160000
0.494064 0.638073 0.080000

